transaction_id,transaction_date,vendor_id,department,payment_method,amount,approved
TXN00291,2025-04-16 15:58:33.513513514,Vendor_001,Procurement,Card,2754.88,Yes
TXN00292,2025-04-17 00:43:14.594594594,Vendor_048,Operations,Bank Transfer,3026.25,Yes
TXN00293,2025-04-17 09:27:55.675675676,Vendor_012,Procurement,Bank Transfer,5253.09,No
TXN00294,2025-04-17 18:12:36.756756758,Vendor_069,Procurement,Card,3592.39,Yes
TXN00295,2025-04-18 02:57:17.837837838,Vendor_037,Operations,Bank Transfer,6390.13,Yes
TXN00296,2025-04-18 11:41:58.918918920,Vendor_032,Sales,Bank Transfer,3750.71,No
TXN00297,2025-04-18 20:26:40.000000000,Vendor_009,Sales,Card,1826.31,Yes
TXN00298,2025-04-19 05:11:21.081081082,Vendor_099,Operations,Bank Transfer,3980.66,Yes
TXN00299,2025-04-19 13:56:02.162162162,Vendor_019,HR,Cheque,1193.95,Yes
TXN00300,2025-04-19 22:40:43.243243244,Vendor_048,Procurement,Cheque,3251.42,Yes
TXN00301,2025-04-20 07:25:24.324324324,Vendor_080,Procurement,Cheque,2902.76,Yes
TXN00302,2025-04-20 16:10:05.405405406,Vendor_003,HR,Cheque,2523.76,Yes
TXN00303,2025-04-21 00:54:46.486486486,Vendor_020,Sales,Card,2689.66,Yes
TXN00304,2025-04-21 09:39:27.567567568,Vendor_024,IT,Card,661.51,Yes
TXN00305,2025-04-21 18:24:08.648648648,Vendor_054,IT,Card,1921.8,Yes
TXN00306,2025-04-22 03:08:49.729729730,Vendor_033,IT,Cheque,3210.8,Yes
TXN00307,2025-04-22 11:53:30.810810812,Vendor_024,Sales,Cheque,3387.63,No
TXN00308,2025-04-22 20:38:11.891891892,Vendor_075,Sales,Bank Transfer,1310.1,Yes
TXN00309,2025-04-23 05:22:52.972972974,Vendor_072,HR,Bank Transfer,8205.55,No
TXN00310,2025-04-23 14:07:34.054054054,Vendor_036,Procurement,Cheque,1490.79,Yes
TXN00311,2025-04-23 22:52:15.135135136,Vendor_038,HR,Cheque,6474.11,Yes
TXN00312,2025-04-24 07:36:56.216216216,Vendor_084,HR,Cheque,4195.45,Yes
TXN00313,2025-04-24 16:21:37.297297298,Vendor_099,Sales,Cheque,1777.6,Yes
TXN00314,2025-04-25 01:06:18.378378378,Vendor_089,IT,Bank Transfer,12335.65,Yes
TXN00315,2025-04-25 09:50:59.459459460,Vendor_099,Finance,Cheque,1147.21,Yes
TXN00316,2025-04-25 18:35:40.540540540,Vendor_025,Procurement,Bank Transfer,6218.74,Yes
TXN00317,2025-04-26 03:20:21.621621622,Vendor_093,Sales,Cheque,6637.34,Yes
TXN00318,2025-04-26 12:05:02.702702704,Vendor_018,IT,Cheque,1743.25,Yes
TXN00319,2025-04-26 20:49:43.783783784,Vendor_082,Finance,Cheque,9081.3,Yes
TXN00320,2025-04-27 05:34:24.864864866,Vendor_066,Finance,Bank Transfer,2440.51,Yes
TXN00321,2025-04-27 14:19:05.945945946,Vendor_054,Sales,Bank Transfer,3755.42,Yes
TXN00322,2025-04-27 23:03:47.027027028,Vendor_035,Operations,Card,3671.14,Yes
TXN00323,2025-04-28 07:48:28.108108108,Vendor_080,Procurement,Cheque,2677.27,Yes
TXN00324,2025-04-28 16:33:09.189189190,Vendor_061,Finance,Card,5702.42,Yes
TXN00325,2025-04-29 01:17:50.270270270,Vendor_041,Sales,Card,5623.96,Yes
TXN00326,2025-04-29 10:02:31.351351352,Vendor_100,Sales,Bank Transfer,735.96,Yes
TXN00327,2025-04-29 18:47:12.432432432,Vendor_033,IT,Bank Transfer,8463.11,Yes
TXN00328,2025-04-30 03:31:53.513513514,Vendor_068,Operations,Card,788.4,Yes
TXN00329,2025-04-30 12:16:34.594594594,Vendor_033,Procurement,Cheque,6809.25,Yes
TXN00330,2025-04-30 21:01:15.675675676,Vendor_014,HR,Bank Transfer,7341.98,Yes
TXN00331,2025-05-01 05:45:56.756756758,Vendor_021,IT,Cheque,1245.42,Yes
TXN00332,2025-05-01 14:30:37.837837838,Vendor_048,Finance,Cheque,2145.97,Yes
TXN00333,2025-05-01 23:15:18.918918920,Vendor_020,Finance,Card,1230.82,Yes
TXN00334,2025-05-02 08:00:00.000000000,Vendor_008,IT,Card,2510.06,Yes
TXN00335,2025-05-02 16:44:41.081081082,Vendor_007,Sales,Card,2329.88,Yes
TXN00336,2025-05-03 01:29:22.162162162,Vendor_067,Finance,Card,5562.09,Yes
TXN00337,2025-05-03 10:14:03.243243244,Vendor_017,Operations,Bank Transfer,8503.62,Yes
TXN00338,2025-05-03 18:58:44.324324324,Vendor_033,Procurement,Bank Transfer,9104.71,Yes
TXN00339,2025-05-04 03:43:25.405405406,Vendor_048,Operations,Card,1901.25,Yes
TXN00340,2025-05-04 12:28:06.486486486,Vendor_076,Finance,Bank Transfer,2521.53,Yes
TXN00341,2025-05-04 21:12:47.567567568,Vendor_059,HR,Card,775.3,Yes
TXN00342,2025-05-05 05:57:28.648648648,Vendor_086,Procurement,Cheque,1564.47,Yes
TXN00343,2025-05-05 14:42:09.729729730,Vendor_022,Procurement,Cheque,6450.3,Yes
TXN00344,2025-05-05 23:26:50.810810812,Vendor_030,IT,Cheque,10855.92,Yes
TXN00345,2025-05-06 08:11:31.891891892,Vendor_038,IT,Card,1110.45,Yes
TXN00346,2025-05-06 16:56:12.972972974,Vendor_051,HR,Cheque,1855.72,Yes
TXN00347,2025-05-07 01:40:54.054054054,Vendor_054,Sales,Bank Transfer,2918.65,Yes
TXN00348,2025-05-07 10:25:35.135135136,Vendor_008,Procurement,Cheque,3729.87,Yes
TXN00349,2025-05-07 19:10:16.216216216,Vendor_027,HR,Cheque,1559.81,Yes
TXN00350,2025-05-08 03:54:57.297297298,Vendor_027,IT,Cheque,4184.94,Yes
TXN00351,2025-05-08 12:39:38.378378378,Vendor_098,IT,Bank Transfer,2040.46,Yes
TXN00352,2025-05-08 21:24:19.459459460,Vendor_021,Procurement,Card,2946.69,Yes
TXN00353,2025-05-09 06:09:00.540540540,Vendor_030,Operations,Bank Transfer,4614.82,Yes
TXN00354,2025-05-09 14:53:41.621621622,Vendor_097,Finance,Card,2996.31,No
TXN00355,2025-05-09 23:38:22.702702704,Vendor_028,IT,Card,2102.52,Yes
TXN00356,2025-05-10 08:23:03.783783784,Vendor_064,Sales,Cheque,2730.7,Yes
TXN00357,2025-05-10 17:07:44.864864866,Vendor_097,Sales,Card,2777.51,Yes
TXN00358,2025-05-11 01:52:25.945945946,Vendor_069,IT,Bank Transfer,2217.18,Yes
TXN00359,2025-05-11 10:37:07.027027028,Vendor_061,Operations,Bank Transfer,2423.49,Yes
TXN00360,2025-05-11 19:21:48.108108108,Vendor_048,Operations,Card,10709.83,Yes
TXN00361,2025-05-12 04:06:29.189189190,Vendor_019,HR,Cheque,4669.17,Yes
TXN00362,2025-05-12 12:51:10.270270270,Vendor_004,Sales,Cheque,2353.4,Yes
TXN00363,2025-05-12 21:35:51.351351352,Vendor_035,HR,Bank Transfer,5205.98,Yes
TXN00364,2025-05-13 06:20:32.432432432,Vendor_064,Sales,Cheque,2282.31,Yes
TXN00365,2025-05-13 15:05:13.513513514,Vendor_049,Finance,Card,7619.76,Yes
TXN00366,2025-05-13 23:49:54.594594594,Vendor_017,Finance,Card,4006.66,Yes
TXN00367,2025-05-14 08:34:35.675675676,Vendor_044,Procurement,Bank Transfer,2735.74,Yes
TXN00368,2025-05-14 17:19:16.756756758,Vendor_092,HR,Card,4264.9,Yes
TXN00369,2025-05-15 02:03:57.837837838,Vendor_030,IT,Bank Transfer,848.35,Yes
TXN00370,2025-05-15 10:48:38.918918920,Vendor_093,HR,Card,1210.25,Yes
TXN00371,2025-05-15 19:33:20.000000000,Vendor_046,IT,Bank Transfer,1146.95,No
TXN00372,2025-05-16 04:18:01.081081082,Vendor_006,Operations,Cheque,3342.1,Yes
TXN00373,2025-05-16 13:02:42.162162162,Vendor_099,HR,Card,11920.47,Yes
TXN00374,2025-05-16 21:47:23.243243244,Vendor_037,Operations,Card,17765.97,Yes
TXN00375,2025-05-17 06:32:04.324324324,Vendor_024,Finance,Bank Transfer,4966.35,Yes
TXN00376,2025-05-17 15:16:45.405405406,Vendor_093,Finance,Bank Transfer,4450.07,Yes
TXN00377,2025-05-18 00:01:26.486486486,Vendor_046,Procurement,Card,705.67,Yes
TXN00378,2025-05-18 08:46:07.567567568,Vendor_053,HR,Bank Transfer,1931.13,Yes
TXN00379,2025-05-18 17:30:48.648648650,Vendor_095,Operations,Card,1587.27,Yes
TXN00380,2025-05-19 02:15:29.729729730,Vendor_099,IT,Cheque,1814.06,Yes
TXN00381,2025-05-19 11:00:10.810810812,Vendor_060,Finance,Bank Transfer,2605.77,Yes
TXN00382,2025-05-19 19:44:51.891891892,Vendor_097,Finance,Card,2043.31,Yes
TXN00383,2025-05-20 04:29:32.972972974,Vendor_063,IT,Cheque,611.89,Yes
TXN00384,2025-05-20 13:14:14.054054054,Vendor_085,Operations,Cheque,5422.59,Yes
TXN00385,2025-05-20 21:58:55.135135136,Vendor_032,Operations,Card,1263.71,Yes
TXN00386,2025-05-21 06:43:36.216216216,Vendor_087,HR,Bank Transfer,3609.76,Yes
TXN00387,2025-05-21 15:28:17.297297298,Vendor_033,HR,Card,15666.28,Yes
TXN00388,2025-05-22 00:12:58.378378378,Vendor_067,Sales,Cheque,1428.66,Yes
TXN00389,2025-05-22 08:57:39.459459460,Vendor_018,Sales,Card,393.77,No
TXN00390,2025-05-22 17:42:20.540540540,Vendor_025,Procurement,Bank Transfer,2371.31,No
TXN00391,2025-05-23 02:27:01.621621622,Vendor_095,Finance,Cheque,7192.31,Yes
TXN00392,2025-05-23 11:11:42.702702704,Vendor_054,HR,Card,14280.9,Yes
TXN00393,2025-05-23 19:56:23.783783784,Vendor_058,Operations,Bank Transfer,1114.72,Yes
TXN00394,2025-05-24 04:41:04.864864866,Vendor_067,IT,Cheque,4435.34,Yes
TXN00395,2025-05-24 13:25:45.945945946,Vendor_046,Operations,Bank Transfer,2054.43,Yes
TXN00396,2025-05-24 22:10:27.027027028,Vendor_024,Finance,Cheque,2738.71,Yes
TXN00397,2025-05-25 06:55:08.108108108,Vendor_032,Sales,Card,24722.64,Yes
TXN00398,2025-05-25 15:39:49.189189190,Vendor_047,Operations,Bank Transfer,895.72,Yes
TXN00399,2025-05-26 00:24:30.270270270,Vendor_086,Procurement,Cheque,3651.86,Yes
TXN00400,2025-05-26 09:09:11.351351352,Vendor_023,Finance,Bank Transfer,4333.6,Yes
TXN00401,2025-05-26 17:53:52.432432432,Vendor_066,Sales,Bank Transfer,7105.53,Yes
TXN00402,2025-05-27 02:38:33.513513514,Vendor_027,IT,Card,3224.03,Yes
TXN00403,2025-05-27 11:23:14.594594594,Vendor_002,Sales,Bank Transfer,3814.03,Yes
TXN00404,2025-05-27 20:07:55.675675676,Vendor_090,Procurement,Cheque,2179.13,Yes
TXN00405,2025-05-28 04:52:36.756756758,Vendor_017,Finance,Cheque,3697.09,Yes
TXN00406,2025-05-28 13:37:17.837837838,Vendor_033,IT,Cheque,2265.26,Yes
TXN00407,2025-05-28 22:21:58.918918920,Vendor_009,Procurement,Cheque,4901.31,Yes
TXN00408,2025-05-29 07:06:40.000000000,Vendor_043,Sales,Card,2217.89,Yes
TXN00409,2025-05-29 15:51:21.081081082,Vendor_048,Procurement,Bank Transfer,4030.64,Yes
TXN00410,2025-05-30 00:36:02.162162162,Vendor_039,Finance,Card,2911.98,Yes
TXN00411,2025-05-30 09:20:43.243243244,Vendor_093,HR,Bank Transfer,7338.14,Yes
TXN00412,2025-05-30 18:05:24.324324324,Vendor_042,Procurement,Bank Transfer,2860.88,Yes
TXN00413,2025-05-31 02:50:05.405405406,Vendor_026,Procurement,Bank Transfer,721.67,Yes
TXN00414,2025-05-31 11:34:46.486486486,Vendor_099,Sales,Card,8180.73,Yes
TXN00415,2025-05-31 20:19:27.567567568,Vendor_050,Sales,Bank Transfer,1444.35,Yes
TXN00416,2025-06-01 05:04:08.648648650,Vendor_025,IT,Card,1766.91,Yes
TXN00417,2025-06-01 13:48:49.729729730,Vendor_024,Sales,Cheque,1850.98,No
TXN00418,2025-06-01 22:33:30.810810812,Vendor_013,Operations,Cheque,8951.27,Yes
TXN00419,2025-06-02 07:18:11.891891892,Vendor_060,Finance,Bank Transfer,539.94,Yes
TXN00420,2025-06-02 16:02:52.972972974,Vendor_007,Finance,Card,36687.77,Yes
TXN00421,2025-06-03 00:47:34.054054054,Vendor_057,HR,Cheque,6938.53,Yes
TXN00422,2025-06-03 09:32:15.135135136,Vendor_036,HR,Card,3563.83,Yes
TXN00423,2025-06-03 18:16:56.216216216,Vendor_045,Finance,Card,2852.88,Yes
TXN00424,2025-06-04 03:01:37.297297298,Vendor_020,HR,Bank Transfer,3746.0,Yes
TXN00425,2025-06-04 11:46:18.378378378,Vendor_065,IT,Cheque,4522.85,Yes
TXN00426,2025-06-04 20:30:59.459459460,Vendor_008,Sales,Bank Transfer,4994.9,Yes
TXN00427,2025-06-05 05:15:40.540540540,Vendor_016,Finance,Bank Transfer,4649.35,Yes
TXN00428,2025-06-05 14:00:21.621621622,Vendor_014,HR,Cheque,3202.43,Yes
TXN00429,2025-06-05 22:45:02.702702704,Vendor_076,Finance,Cheque,2545.62,Yes
TXN00430,2025-06-06 07:29:43.783783784,Vendor_087,Operations,Card,2641.18,No
TXN00431,2025-06-06 16:14:24.864864866,Vendor_015,Procurement,Cheque,2550.57,Yes
TXN00432,2025-06-07 00:59:05.945945946,Vendor_092,Sales,Card,7383.6,Yes
TXN00433,2025-06-07 09:43:47.027027028,Vendor_098,Finance,Card,4792.68,Yes
TXN00434,2025-06-07 18:28:28.108108108,Vendor_066,Procurement,Card,283.64,Yes
TXN00435,2025-06-08 03:13:09.189189190,Vendor_032,HR,Cheque,5037.78,Yes
TXN00436,2025-06-08 11:57:50.270270270,Vendor_087,Procurement,Bank Transfer,3483.49,Yes
TXN00437,2025-06-08 20:42:31.351351352,Vendor_063,Sales,Card,2936.67,Yes
TXN00438,2025-06-09 05:27:12.432432432,Vendor_086,Finance,Bank Transfer,2184.59,Yes
TXN00439,2025-06-09 14:11:53.513513514,Vendor_051,Operations,Bank Transfer,7326.77,Yes
TXN00440,2025-06-09 22:56:34.594594596,Vendor_025,HR,Cheque,6361.51,Yes
TXN00441,2025-06-10 07:41:15.675675676,Vendor_058,Finance,Bank Transfer,1606.31,Yes
TXN00442,2025-06-10 16:25:56.756756758,Vendor_063,Sales,Bank Transfer,4128.39,Yes
TXN00443,2025-06-11 01:10:37.837837838,Vendor_062,HR,Cheque,1370.15,Yes
TXN00444,2025-06-11 09:55:18.918918920,Vendor_022,IT,Card,988.62,Yes
TXN00445,2025-06-11 18:40:00.000000000,Vendor_058,Procurement,Bank Transfer,1805.56,Yes
TXN00446,2025-06-12 03:24:41.081081082,Vendor_058,Sales,Cheque,5942.68,Yes
TXN00447,2025-06-12 12:09:22.162162162,Vendor_086,IT,Bank Transfer,6390.07,Yes
TXN00448,2025-06-12 20:54:03.243243244,Vendor_049,Finance,Bank Transfer,4493.86,Yes
TXN00449,2025-06-13 05:38:44.324324324,Vendor_052,Operations,Card,5324.51,Yes
TXN00450,2025-06-13 14:23:25.405405406,Vendor_042,HR,Bank Transfer,4505.0,Yes
TXN00451,2025-06-13 23:08:06.486486486,Vendor_070,Procurement,Cheque,1784.36,Yes
TXN00452,2025-06-14 07:52:47.567567568,Vendor_015,HR,Bank Transfer,4211.35,Yes
TXN00453,2025-06-14 16:37:28.648648650,Vendor_054,Finance,Card,5655.18,Yes
TXN00454,2025-06-15 01:22:09.729729730,Vendor_060,HR,Card,5450.34,Yes
TXN00455,2025-06-15 10:06:50.810810812,Vendor_097,Procurement,Cheque,7716.61,Yes
TXN00456,2025-06-15 18:51:31.891891892,Vendor_008,Finance,Card,5253.46,Yes
TXN00457,2025-06-16 03:36:12.972972974,Vendor_053,HR,Bank Transfer,3948.77,Yes
TXN00458,2025-06-16 12:20:54.054054054,Vendor_060,Operations,Card,7017.2,Yes
TXN00459,2025-06-16 21:05:35.135135136,Vendor_005,Sales,Cheque,2918.38,Yes
TXN00460,2025-06-17 05:50:16.216216216,Vendor_068,Finance,Card,1472.18,Yes
TXN00461,2025-06-17 14:34:57.297297298,Vendor_006,Sales,Card,2616.38,Yes
TXN00462,2025-06-17 23:19:38.378378378,Vendor_096,Finance,Card,1642.67,Yes
TXN00463,2025-06-18 08:04:19.459459460,Vendor_094,Operations,Cheque,1736.9,Yes
TXN00464,2025-06-18 16:49:00.540540540,Vendor_047,Sales,Card,2655.49,Yes
TXN00465,2025-06-19 01:33:41.621621622,Vendor_099,IT,Card,1581.4,Yes
TXN00466,2025-06-19 10:18:22.702702704,Vendor_055,Procurement,Bank Transfer,2330.02,Yes
TXN00467,2025-06-19 19:03:03.783783784,Vendor_040,IT,Cheque,655.31,No
TXN00468,2025-06-20 03:47:44.864864866,Vendor_052,HR,Card,3535.59,Yes
TXN00469,2025-06-20 12:32:25.945945946,Vendor_016,Operations,Cheque,2983.83,Yes
TXN00470,2025-06-20 21:17:07.027027028,Vendor_013,IT,Card,1550.49,Yes
TXN00471,2025-06-21 06:01:48.108108108,Vendor_030,Finance,Card,5051.28,Yes
TXN00472,2025-06-21 14:46:29.189189190,Vendor_019,HR,Card,6311.04,Yes
TXN00473,2025-06-21 23:31:10.270270270,Vendor_017,HR,Bank Transfer,823.82,Yes
TXN00474,2025-06-22 08:15:51.351351352,Vendor_063,IT,Bank Transfer,1619.41,Yes
TXN00475,2025-06-22 17:00:32.432432432,Vendor_019,IT,Bank Transfer,1611.12,Yes
TXN00476,2025-06-23 01:45:13.513513514,Vendor_092,Operations,Cheque,1405.4,Yes
TXN00477,2025-06-23 10:29:54.594594596,Vendor_058,Procurement,Cheque,5788.22,No
TXN00478,2025-06-23 19:14:35.675675676,Vendor_055,IT,Bank Transfer,2552.78,Yes
TXN00479,2025-06-24 03:59:16.756756758,Vendor_090,IT,Cheque,2412.43,No
TXN00480,2025-06-24 12:43:57.837837838,Vendor_090,Sales,Card,599.99,Yes
TXN00481,2025-06-24 21:28:38.918918920,Vendor_062,Finance,Card,4955.9,Yes
TXN00482,2025-06-25 06:13:20.000000000,Vendor_023,Sales,Card,1106.1,Yes
TXN00483,2025-06-25 14:58:01.081081082,Vendor_009,Sales,Bank Transfer,3127.37,Yes
TXN00484,2025-06-25 23:42:42.162162162,Vendor_012,HR,Cheque,3721.57,Yes
TXN00485,2025-06-26 08:27:23.243243244,Vendor_001,Procurement,Bank Transfer,8853.13,No
TXN00486,2025-06-26 17:12:04.324324324,Vendor_058,Finance,Cheque,1046.22,Yes
TXN00487,2025-06-27 01:56:45.405405406,Vendor_001,Operations,Card,266.24,Yes
TXN00488,2025-06-27 10:41:26.486486486,Vendor_034,Operations,Bank Transfer,3453.28,Yes
TXN00489,2025-06-27 19:26:07.567567568,Vendor_096,IT,Cheque,12586.86,Yes
TXN00490,2025-06-28 04:10:48.648648650,Vendor_048,IT,Cheque,8031.74,No
TXN00491,2025-06-28 12:55:29.729729730,Vendor_089,Operations,Card,3525.32,Yes
TXN00492,2025-06-28 21:40:10.810810812,Vendor_001,IT,Bank Transfer,2011.61,Yes
TXN00493,2025-06-29 06:24:51.891891892,Vendor_016,Procurement,Bank Transfer,5685.63,Yes
TXN00494,2025-06-29 15:09:32.972972974,Vendor_061,Sales,Bank Transfer,1368.08,Yes
TXN00495,2025-06-29 23:54:14.054054054,Vendor_064,IT,Card,4363.75,No
TXN00496,2025-06-30 08:38:55.135135136,Vendor_063,HR,Bank Transfer,4466.57,Yes
TXN00497,2025-06-30 17:23:36.216216216,Vendor_069,IT,Card,6961.62,Yes
TXN00498,2025-07-01 02:08:17.297297298,Vendor_022,Finance,Card,27111.9,Yes
TXN00499,2025-07-01 10:52:58.378378378,Vendor_093,Procurement,Card,4080.33,Yes
TXN00500,2025-07-01 19:37:39.459459460,Vendor_067,Finance,Cheque,1983.92,Yes
TXN00501,2025-07-02 04:22:20.540540542,Vendor_076,Finance,Bank Transfer,2920.59,Yes
TXN00502,2025-07-02 13:07:01.621621622,Vendor_026,HR,Bank Transfer,723.96,Yes
TXN00503,2025-07-02 21:51:42.702702704,Vendor_016,Procurement,Card,1709.97,No
TXN00504,2025-07-03 06:36:23.783783784,Vendor_051,Procurement,Card,2148.6,Yes
TXN00505,2025-07-03 15:21:04.864864866,Vendor_086,Procurement,Bank Transfer,1960.06,Yes
TXN00506,2025-07-04 00:05:45.945945946,Vendor_057,Procurement,Card,3367.36,No
TXN00507,2025-07-04 08:50:27.027027028,Vendor_029,Procurement,Bank Transfer,1543.9,Yes
TXN00508,2025-07-04 17:35:08.108108108,Vendor_078,HR,Cheque,7308.73,Yes
TXN00509,2025-07-05 02:19:49.189189190,Vendor_092,IT,Card,2981.45,Yes
TXN00510,2025-07-05 11:04:30.270270270,Vendor_069,Finance,Bank Transfer,2958.86,Yes
TXN00511,2025-07-05 19:49:11.351351352,Vendor_047,Procurement,Card,2293.16,Yes
TXN00512,2025-07-06 04:33:52.432432432,Vendor_094,IT,Bank Transfer,3375.01,No
TXN00513,2025-07-06 13:18:33.513513514,Vendor_062,IT,Bank Transfer,5767.99,Yes
TXN00514,2025-07-06 22:03:14.594594596,Vendor_069,Finance,Card,1489.65,Yes
TXN00515,2025-07-07 06:47:55.675675676,Vendor_076,HR,Cheque,1760.77,Yes
TXN00516,2025-07-07 15:32:36.756756758,Vendor_016,Operations,Bank Transfer,2337.93,Yes
TXN00517,2025-07-08 00:17:17.837837838,Vendor_090,Operations,Bank Transfer,1015.67,Yes
TXN00518,2025-07-08 09:01:58.918918920,Vendor_090,IT,Bank Transfer,1547.81,Yes
TXN00519,2025-07-08 17:46:40.000000000,Vendor_048,Sales,Cheque,2036.57,Yes
TXN00520,2025-07-09 02:31:21.081081082,Vendor_085,Sales,Cheque,5999.98,Yes
TXN00521,2025-07-09 11:16:02.162162162,Vendor_039,Finance,Card,3677.72,Yes
TXN00522,2025-07-09 20:00:43.243243244,Vendor_100,Operations,Cheque,3480.29,Yes
TXN00523,2025-07-10 04:45:24.324324324,Vendor_033,IT,Card,5888.28,Yes
TXN00524,2025-07-10 13:30:05.405405406,Vendor_094,HR,Card,2670.72,Yes
TXN00525,2025-07-10 22:14:46.486486486,Vendor_023,Operations,Cheque,4073.96,Yes
TXN00526,2025-07-11 06:59:27.567567568,Vendor_010,IT,Card,2744.69,Yes
TXN00527,2025-07-11 15:44:08.648648650,Vendor_069,IT,Cheque,3685.97,Yes
TXN00528,2025-07-12 00:28:49.729729730,Vendor_100,Procurement,Card,1870.19,Yes
TXN00529,2025-07-12 09:13:30.810810812,Vendor_034,HR,Cheque,423.67,Yes
TXN00530,2025-07-12 17:58:11.891891892,Vendor_052,Procurement,Cheque,2677.33,Yes
TXN00531,2025-07-13 02:42:52.972972974,Vendor_095,Finance,Card,9303.99,Yes
TXN00532,2025-07-13 11:27:34.054054054,Vendor_010,Procurement,Bank Transfer,6253.97,Yes
TXN00533,2025-07-13 20:12:15.135135136,Vendor_019,Procurement,Card,6453.11,Yes
TXN00534,2025-07-14 04:56:56.216216216,Vendor_058,Operations,Cheque,8013.67,Yes
TXN00535,2025-07-14 13:41:37.297297298,Vendor_096,Sales,Bank Transfer,3200.06,Yes
TXN00536,2025-07-14 22:26:18.378378378,Vendor_001,IT,Card,3490.68,Yes
TXN00537,2025-07-15 07:10:59.459459460,Vendor_069,HR,Card,1818.7,Yes
TXN00538,2025-07-15 15:55:40.540540542,Vendor_004,Procurement,Card,2314.95,Yes
TXN00539,2025-07-16 00:40:21.621621622,Vendor_016,HR,Bank Transfer,4878.62,Yes
TXN00540,2025-07-16 09:25:02.702702704,Vendor_024,Sales,Cheque,7809.59,Yes
TXN00541,2025-07-16 18:09:43.783783784,Vendor_080,Sales,Card,2666.29,Yes
TXN00542,2025-07-17 02:54:24.864864866,Vendor_002,Procurement,Card,2079.43,Yes
TXN00543,2025-07-17 11:39:05.945945946,Vendor_092,Finance,Card,2982.22,Yes
TXN00544,2025-07-17 20:23:47.027027028,Vendor_032,Procurement,Card,4822.1,Yes
TXN00545,2025-07-18 05:08:28.108108108,Vendor_091,Operations,Card,939.09,Yes
TXN00546,2025-07-18 13:53:09.189189190,Vendor_084,IT,Cheque,474.88,Yes
TXN00547,2025-07-18 22:37:50.270270270,Vendor_024,Finance,Cheque,1919.02,Yes
TXN00548,2025-07-19 07:22:31.351351352,Vendor_012,Procurement,Card,1122.63,Yes
TXN00549,2025-07-19 16:07:12.432432432,Vendor_050,HR,Bank Transfer,1985.23,Yes
TXN00550,2025-07-20 00:51:53.513513514,Vendor_035,Finance,Cheque,2648.57,Yes
TXN00551,2025-07-20 09:36:34.594594596,Vendor_033,Finance,Bank Transfer,2074.35,Yes
TXN00552,2025-07-20 18:21:15.675675676,Vendor_033,Procurement,Cheque,9527.85,Yes
TXN00553,2025-07-21 03:05:56.756756758,Vendor_061,Finance,Card,3871.49,Yes
TXN00554,2025-07-21 11:50:37.837837838,Vendor_051,HR,Cheque,3790.98,Yes
TXN00555,2025-07-21 20:35:18.918918920,Vendor_043,Sales,Card,4903.8,Yes
TXN00556,2025-07-22 05:20:00.000000000,Vendor_012,Finance,Cheque,1198.63,No
TXN00557,2025-07-22 14:04:41.081081082,Vendor_067,Sales,Card,6845.11,Yes
TXN00558,2025-07-22 22:49:22.162162162,Vendor_065,HR,Card,2805.64,Yes
TXN00559,2025-07-23 07:34:03.243243244,Vendor_033,Procurement,Card,5096.88,Yes
TXN00560,2025-07-23 16:18:44.324324324,Vendor_040,IT,Card,1264.6,Yes
TXN00561,2025-07-24 01:03:25.405405406,Vendor_074,Finance,Bank Transfer,860.05,Yes
TXN00562,2025-07-24 09:48:06.486486488,Vendor_043,IT,Card,5734.82,Yes
TXN00563,2025-07-24 18:32:47.567567568,Vendor_044,HR,Bank Transfer,4028.41,Yes
TXN00564,2025-07-25 03:17:28.648648650,Vendor_029,Finance,Bank Transfer,1448.61,Yes
TXN00565,2025-07-25 12:02:09.729729730,Vendor_013,Sales,Card,1486.63,Yes
TXN00566,2025-07-25 20:46:50.810810812,Vendor_012,Operations,Bank Transfer,7334.52,Yes
TXN00567,2025-07-26 05:31:31.891891892,Vendor_095,IT,Cheque,1151.1,Yes
TXN00568,2025-07-26 14:16:12.972972974,Vendor_046,Finance,Card,11093.76,Yes
TXN00569,2025-07-26 23:00:54.054054054,Vendor_002,IT,Bank Transfer,1450.27,Yes
TXN00570,2025-07-27 07:45:35.135135136,Vendor_035,Finance,Card,4967.71,No
TXN00571,2025-07-27 16:30:16.216216216,Vendor_087,Procurement,Card,2291.83,Yes
TXN00572,2025-07-28 01:14:57.297297298,Vendor_081,Sales,Card,4829.75,Yes
TXN00573,2025-07-28 09:59:38.378378378,Vendor_090,IT,Bank Transfer,1928.91,Yes
TXN00574,2025-07-28 18:44:19.459459460,Vendor_008,Operations,Cheque,2616.95,Yes
TXN00575,2025-07-29 03:29:00.540540540,Vendor_093,Operations,Cheque,3080.16,Yes
TXN00576,2025-07-29 12:13:41.621621624,Vendor_026,HR,Bank Transfer,1337.09,Yes
TXN00577,2025-07-29 20:58:22.702702704,Vendor_074,Finance,Card,5391.93,Yes
TXN00578,2025-07-30 05:43:03.783783784,Vendor_090,IT,Bank Transfer,1977.18,Yes
TXN00579,2025-07-30 14:27:44.864864864,Vendor_034,HR,Bank Transfer,2482.74,Yes
TXN00580,2025-07-30 23:12:25.945945948,Vendor_007,IT,Bank Transfer,1345.5,Yes
TXN00581,2025-07-31 07:57:07.027027028,Vendor_068,Finance,Card,383.8,Yes
TXN00582,2025-07-31 16:41:48.108108108,Vendor_058,Operations,Bank Transfer,2558.5,No
